万物的签名,8.7,(1171人评价),[美]伊丽莎白·吉尔伯特（ElizabethGilbert）/何佩桦/中信出版社/2015-2/42.00元
我们掩埋的人生,7.8,(100人评价),[美]艾伦·艾丝肯斯/苏心一/江苏凤凰文艺出版社/2017-1/38.00元
山月记,8.8,(913人评价),[日]中岛敦/韩冰、孙志勇/中华书局/2013-5/28
宇宙奇趣全集,8.7,(2715人评价),伊塔洛·卡尔维诺/张密、杜颖、翟恒/译林出版社/2011-4/28.00元
查令十字街84号,8.3,(22308人评价),[美]海莲·汉芙/陈建铭/译林出版社/2005-05-01/18.00元
君士坦丁堡最后之恋,8.7,(107人评价),[塞尔维亚]米洛拉德·帕维奇/曹元勇/上海译文出版社/2016-9-1/128元
橘子不是唯一的水果,7.6,(9144人评价),[英]珍妮特·温特森/于是/新星出版社/2010-7/25.00元
看了高兴的爱情故事,8.0,(304人评价),方悄悄/北京联合出版公司/2016-8/39.00元
达摩流浪者,8.5,(5789人评价),[美]杰克·凯鲁亚克/梁永安/上海译文出版社/2008-7/26.00
岁月如风小少年,8.4,(378人评价),曾良君/万榕书业发展有限责任公司/2016-7-1/CNY36.00
纽约客,8.6,(6049人评价),白先勇/广西师范大学出版社/2010.10/32.00元
白痴,8.8,(3321人评价),[俄]陀思妥耶夫斯基/荣如德/上海译文出版社/2006-8/20.00元
户口本,9.4,(127人评价),史杰鹏/广东人民出版社/2016-11/36.00元
希腊左巴,8.6,(184人评价),（希腊）尼科斯·卡赞扎基/王振基、范仲亮/万卷出版公司/2010-10/25.00元
采桑子,9.0,(2169人评价),叶广芩/北京出版社/2009-1/32.00元
清明上河图密码3,8.5,(765人评价),冶文彪/北京联合出版公司/2016-5-20/56.00元
日瓦戈医生,8.6,(2468人评价),〔苏〕鲍里斯·帕斯捷尔纳克/蓝英年、张秉衡/人民文学出版社/2006-1-1/28
编舟记,8.5,(1548人评价),三浦紫苑/蒋崴/上海文艺出版社/2015-3/28.00元
少年巴比伦,8.6,(5766人评价),路内/重庆出版社/2008-8/22.00元
何以笙箫默,8.0,(114960人评价),顾漫/朝华出版社/2007-4/15.00元
动物凶猛,8.2,(16779人评价),王朔/中国电影出版社/2004-2/15.5
鼠疫,8.7,(3469人评价),（法）加缪/刘方/上海译文出版社/2011-1-1/15.00元
且听风吟,7.8,(39721人评价),[日]村上春树/林少华/上海译文出版社/2001-8/11.80元
华胥引（全二册）,8.6,(37222人评价),唐七公子/现代出版社/2011-1/39.80元
芒果街上的小屋,7.8,(43282人评价),[美国]桑德拉·希斯内罗丝/潘帕/译林出版社/2006-6/24.50元
青鸟故事集,9.0,(44人评价),李敬泽/译林出版社/2017-1/68.00
我们在此相遇,8.5,(1823人评价),[英]约翰·伯格/吴莉君/广西师范大学出版社/2009-7/24.00元
Call Me by Your Name,9.0,(276人评价),AndréAciman/Picador/2008-1-22/USD15.00
隐秘的幸福,8.3,(177人评价),[巴西]克拉丽丝·李斯佩克朵/闵雪飞/上海文艺出版社/2016-6/25.00
到灯塔去,8.6,(3002人评价),(英)弗吉尼亚·伍尔夫/瞿世镜/上海译文出版社/2009-1-1/22.00
纯真博物馆,8.0,(5747人评价),[土耳其]奥尔罕·帕慕克/陈竹冰/上海人民出版社/2010-1/36.00元
出埃及记,8.7,(1556人评价),（美）里昂·尤里斯/高卫民/中国青年出版社/2008-10/50.00元
死神的浮力,7.8,(947人评价),伊坂幸太郎/星野空/南海出版公司/2016-6-22/45.00元
微微一笑很倾城,8.1,(74671人评价),顾漫/江苏文艺出版社/2009-8/25.00
傲慢与偏见,8.8,(80935人评价),[英]奥斯丁/张玲、张扬/人民文学出版社/1993-7/13.00元
罪与罚,8.7,(7581人评价),[俄]陀思妥耶夫斯基/朱海观、王汶/人民文学出版社/1982-10/22.00元
玻璃球游戏,9.0,(1772人评价),[德]赫尔曼·黑塞/张佩芬/上海译文出版社/2007-07-01/31.00元
天意,7.8,(276人评价),安妮塔·布鲁克纳/锡兵/作家出版社/2016-8-15/40
离别之音,7.8,(2473人评价),(日)青山七惠/竺家荣/南海出版公司/2012-3/28.00元
春雪,8.8,(3641人评价),[日]三岛由纪夫/唐月梅/上海译文出版社/2010年8月/32.00
棋王.樹王.孩子王,9.0,(2395人评价),阿城/大地/2007-1-1/NTD200
老人与海,8.3,(50894人评价),海明威/吴劳/上海译文出版社/1999-10/8.20元
伪装成独白的爱情,8.5,(676人评价),[匈]马洛伊·山多尔/郭晓晶/译林出版社/2015-10/48.00
迷宫中的将军,8.6,(1463人评价),[哥伦比亚]加西亚·马尔克斯/王永年/南海出版公司/2014-11/39.50元
纳尔齐斯与歌尔德蒙,9.2,(2286人评价),[德]赫尔曼·黑塞/杨武能/上海译文出版社/2007-7/23.00
你是我的虚荣,8.4,(273人评价),蒲荔子（李傻傻）/鹭江出版社/2016-11/39.8
消失的爱人,8.1,(6620人评价),[美]吉莉安·弗琳/胡绯/中信出版社/2013-6-3/42.00元
哀伤的墙,8.3,(238人评价),[法]雅斯米纳·卡黛哈/缪咏华/上海三联书店/2016-7/35.00元
群魔,9.3,(569人评价),[俄]费·陀思妥耶夫斯基/臧仲伦/译林出版社/2002-5/36.50元
京华烟云,8.5,(21609人评价),林语堂/张振玉/陕西师范大学出版社/2005-7/43.00元
发条橙,8.1,(7097人评价),[英]安东尼·伯吉斯/王之光/译林出版社/2011-7/22.00元
蓝色笔记本,8.9,(33人评价),[俄]丹尼尔·哈尔姆斯/张猛/四川人民出版社/2016-12/40.00元
冷血,8.5,(2377人评价),杜鲁门·卡波特/夏杪/南海出版社/2010-1/28.00元
盛开的樱花林下,7.9,(678人评价),坂口安吾/袁斌/吉林出版集团有限责任公司/2010年8月/22.00元
佩德罗·巴拉莫,8.9,(1704人评价),[墨西哥]胡安·鲁尔福/屠孟超/译林出版社/2007-10/18.00
卡罗尔,8.2,(1089人评价),[美]帕特里夏·海史密斯/李延辉/上海译文出版社/2016-2/38
火花,8.5,(330人评价),又吉直樹/文藝春秋/2015-3-11
恶童日记,8.6,(11727人评价),[匈牙利]雅歌塔·克里斯多夫/简伊玲/上海人民出版社/2009-1/22.00
